,index,price,color,likes,brand,Percentage discount,Rate,Fit,in sale,category,sex,color_encoded,brand_encoded,fabric types,Fit_encoded,category_encoded,sex_encoded,fabric types_encoded
871,3415,45.0,white,490.0,asos design,0,4.4,regular fit,0,tops,women,17,5,fabric,14,5,1,13
872,3419,105.0,black,254.0,yours,0,0.0,regular fit,0,tops,women,1,29,fabric,14,5,1,13
873,3423,205.0,white,2000.0,weekday,0,0.0,regular fit,0,tops,women,17,28,fabric,14,5,1,13
874,3427,120.0,beige,2000.0,weekday,0,0.0,regular fit,0,tops,women,0,28,fabric,14,5,1,13
875,3435,50.0,black,1000.0,collusion,0,3.8,unisex style,0,tops,women,1,8,fabric,30,5,1,13
876,3443,195.0,pink,1000.0,river island,0,0.0,regular fit,0,tops,women,13,21,fabric,14,5,1,13
877,3446,240.0,blue,548.0,topshop,0,4.8,regular fit,0,tops,women,2,24,fabric,14,5,1,13
878,3450,185.0,multi,236.0,& other stories,0,4.0,regular fit,0,tops,women,10,0,fabric,14,5,1,13
879,3451,85.0,black,976.0,collusion,0,4.2,unisex style,0,tops,women,1,8,fabric,30,5,1,13
880,3452,105.0,white,768.0,collusion,0,0.0,oversized fit,0,tops,women,17,8,fabric,12,5,1,13
881,3453,105.0,multi,706.0,asos design,0,0.0,slim fit,0,tops,women,10,5,fabric,23,5,1,13
882,3454,95.0,white,472.0,asos design,0,0.0,bodycon fit,0,tops,women,17,5,fabric,1,5,1,13
883,3455,200.0,white,439.0,river island,0,0.0,regular fit,0,tops,women,17,21,fabric,14,5,1,13
884,3456,135.0,black,391.0,adidas,0,0.0,regular fit,0,tops,women,1,1,fabric,14,5,1,13
885,3460,85.0,black,172.0,collusion,0,0.0,unisex style ,0,tops,women,1,8,fabric,31,5,1,13
886,3464,100.0,black,469.0,asos 4505,0,4.3,regular fit,0,tops,women,1,3,fabric,14,5,1,13
887,3465,115.0,black,492.0,asos 4505,0,4.7,regular fit,0,tops,women,1,3,fabric,14,5,1,13
888,3475,125.0,pink,1000.0,new look,0,4.6,regular fit,0,tops,women,13,15,fabric,14,5,1,13
889,3484,100.0,beige,932.0,monki,0,0.0,regular fit,0,tops,women,0,12,fabric,14,5,1,13
890,3489,105.0,black,1000.0,asos design,0,0.0,slim fit,0,tops,women,1,5,fabric,23,5,1,2
891,3495,115.0,multi,1000.0,asos design,0,3.3,bodycon fit,0,tops,women,10,5,fabric,1,5,1,13
892,3497,150.0,multi,1000.0,weekday,0,0.0,regular fit,0,tops,women,10,28,fabric,14,5,1,13
893,3500,140.0,black,89.0,asos curve,0,0.0,oversized fit,0,tops,women,1,4,fabric,12,5,1,13
894,3507,170.0,red,987.0,asos design,0,4.2,bodycon fit,0,tops,women,15,5,fabric,1,5,1,2
895,3508,120.0,black,1000.0,asos curve,0,3.3,bodycon fit,0,tops,women,1,4,fabric,1,5,1,13
896,3512,120.0,multi,919.0,asos design,0,4.6,bodycon fit,0,tops,women,10,5,fabric,1,5,1,13
897,3513,100.0,black,898.0,monki,0,0.0,slim fit,0,tops,women,1,12,fabric,23,5,1,13
898,3520,85.0,black,730.0,monki,0,0.0,slim fit,0,tops,women,1,12,fabric,23,5,1,13
899,3521,85.0,multi,1000.0,monki,0,0.0,relaxed fit,0,tops,women,10,12,fabric,17,5,1,13
900,3524,85.0,green,909.0,monki,0,4.0,relaxed fit,0,tops,women,6,12,fabric,17,5,1,13
901,3525,175.0,navy,674.0,nike,0,0.0,true to size ,0,tops,women,11,16,fabric,29,5,1,13
902,3526,65.0,blue,807.0,monki,0,0.0,skinny fit,0,tops,women,2,12,fabric,21,5,1,13
903,3527,145.0,multi,708.0,monki,0,0.0,regular fit,0,tops,women,10,12,fabric,14,5,1,13
904,3536,145.0,white,871.0,new look,0,3.0,regular fit,0,tops,women,17,15,fabric,14,5,1,2
905,3539,135.0,black,2000.0,asyou,0,0.0,slim fit,0,tops,women,1,6,fabric,23,5,1,2
906,3541,50.0,brown,276.0,new look,0,0.0,oversized fit,0,tops,women,3,15,fabric,12,5,1,13
907,3542,150.0,pink,368.0,nike,0,0.0,regular fit,0,tops,women,13,16,fabric,14,5,1,13
908,3547,60.0,white,198.0,urban revivo,0,2.8,regular fit,0,tops,women,17,26,fabric,14,5,1,13
909,3548,145.0,multi,524.0,collusion,0,0.0,unisex style ,0,tops,women,10,8,fabric,31,5,1,13
910,3553,70.0,black,204.0,weekday,0,0.0,relaxed fit,0,tops,women,1,28,fabric,17,5,1,13
911,3555,45.0,black,162.0,asos design,0,4.2,true to size,0,tops,women,1,5,fabric,28,5,1,13
912,3556,125.0,black,107.0,vans,0,0.0,regular fit,0,tops,women,1,27,fabric,14,5,1,13
913,3557,135.0,white,653.0,nike,0,4.3,oversized fit,0,tops,women,17,16,fabric,12,5,1,13
914,3558,145.0,black,663.0,asos 4505,0,3.8,regular fit,0,tops,women,1,3,fabric,14,5,1,2
915,3561,120.0,black,815.0,asos design,0,4.3,designed to fit cup sizes dd-g,0,tops,women,1,5,fabric,5,5,1,2
916,3564,135.0,black,332.0,puma,0,0.0,slim fit,0,tops,women,1,19,fabric,23,5,1,13
917,3576,150.0,black,1000.0,weekday,0,0.0,regular fit,0,tops,women,1,28,fabric,14,5,1,13
918,3582,95.0,brown,953.0,urban revivo,0,0.0,regular fit,0,tops,women,3,26,fabric,14,5,1,13
919,3585,170.0,red,929.0,monki,0,4.7,regular fit,0,tops,women,15,12,stretch,14,5,1,8
920,3588,190.0,black,1000.0,asos 4505,0,0.0,regular fit,0,tops,women,1,3,fabric,14,5,1,2
921,3595,70.0,black,213.0,weekday,0,0.0,relaxed fit,0,tops,women,1,28,fabric,17,5,1,13
922,3601,160.0,black,2000.0,na-kd,0,0.0,bodycon fit,0,tops,women,1,13,fabric,1,5,1,13
923,3613,80.0,blue,1000.0,new look,0,5.0,regular fit,0,tops,women,2,15,fabric,14,5,1,13
924,3614,180.0,black,1000.0,asos curve,0,5.0,bodycon fit,0,tops,women,1,4,fabric,1,5,1,13
925,3616,90.0,black,2000.0,asos design,0,0.0,slim fit,0,tops,women,1,5,fabric,23,5,1,13
926,3628,70.0,pink,1000.0,new look,0,4.3,regular fit,0,tops,women,13,15,fabric,14,5,1,13
927,3629,170.0,black,2000.0,topshop,0,0.0,bodycon fit,0,tops,women,1,24,fabric,1,5,1,2
928,3630,160.0,black,2000.0,asos design,0,3.8,bodycon fit,0,tops,women,1,5,fabric,1,5,1,2
929,3631,160.0,white,310.0,the north face,0,0.0,slim fit,0,tops,women,17,22,jersey,23,5,1,5
930,3638,125.0,grey,375.0,nike,0,0.0,relaxed fit,0,tops,women,7,16,fabric,17,5,1,13
931,3639,70.0,white,1000.0,urban revivo,0,0.0,regular fit,0,tops,women,17,26,fabric,14,5,1,13
932,3645,140.0,white,593.0,asos design,0,0.0,bodycon fit,0,tops,women,17,5,fabric,1,5,1,13
933,3646,85.0,black,637.0,yours,0,0.0,bodycon fit,0,tops,women,1,29,fabric,1,5,1,13
934,3647,155.0,black,444.0,weekday,0,0.0,regular fit,0,tops,women,1,28,fabric,14,5,1,13
935,3649,70.0,purple,1000.0,miss selfridge,0,0.0,bodycon fit,0,tops,women,14,11,fabric,1,5,1,13
936,3652,45.0,black,430.0,river island,0,0.0,boyfriend fit,0,tops,women,1,21,fabric,3,5,1,13
937,3654,150.0,black,1000.0,asos 4505,0,0.0,regular fit,0,tops,women,1,3,fabric,14,5,1,2
938,3656,190.0,black,711.0,monki,0,0.0,regular fit,0,tops,women,1,12,fabric,14,5,1,13
939,3657,170.0,black,938.0,asos curve,0,0.0,regular fit,0,tops,women,1,4,fabric,14,5,1,13
940,3662,145.0,ecru,72.0,topshop,0,0.0,regular fit,0,tops,women,5,24,fabric,14,5,1,13
941,3663,90.0,black,365.0,topshop,0,0.0,oversized fit,0,tops,women,1,24,fabric,12,5,1,13
942,3664,120.0,multi,2000.0,asos design,0,0.0,regular fit,0,tops,women,10,5,fabric,14,5,1,13
943,3665,105.0,multi,733.0,miss selfridge,0,0.0,slim fit,0,tops,women,10,11,fabric,23,5,1,13
944,3668,275.0,mid blue,360.0,vans,0,0.0,regular fit,0,tops,women,9,27,fabric,14,5,1,13
945,3669,105.0,black,2000.0,weekday,0,0.0,slim fit,0,tops,women,1,28,fabric,23,5,1,13
946,3670,100.0,brown,720.0,weekday,0,0.0,regular fit,0,tops,women,3,28,fabric,14,5,1,13
947,3675,170.0,cream,247.0,the north face,0,0.0,boyfriend fit,0,tops,women,4,22,fabric,3,5,1,13
948,3676,155.0,black,678.0,& other stories,0,0.0,slim fit,0,tops,women,1,0,fabric,23,5,1,13
949,3679,85.0,black,731.0,monki,0,0.0,regular fit,0,tops,women,1,12,fabric,14,5,1,13
950,3684,115.0,brown,778.0,monki,0,0.0,slim fit,0,tops,women,3,12,fabric,23,5,1,13
951,3686,105.0,black,1000.0,asyou,0,0.0,bodycon fit,0,tops,women,1,6,fabric,1,5,1,13
952,3687,85.0,black,775.0,monki,0,0.0,slim fit,0,tops,women,1,12,fabric,23,5,1,13
953,3697,170.0,red,381.0,under armour,0,0.0,regular fit,0,tops,women,15,25,fabric,14,5,1,2
954,3699,135.0,black,894.0,asos design,0,0.0,slim fit,0,tops,women,1,5,fabric,23,5,1,2
955,3700,85.0,multi,749.0,only,0,0.0,regular fit ,0,tops,women,10,18,fabric,15,5,1,13
956,3705,85.0,grey,1000.0,monki,0,0.0,skinny fit,0,tops,women,7,12,fabric,21,5,1,13
957,3706,100.0,black,492.0,monki,0,0.0,regular fit,0,tops,women,1,12,fabric,14,5,1,13
958,3707,105.0,black,1000.0,asos design,0,0.0,slim fit,0,tops,women,1,5,fabric,23,5,1,13
959,3710,65.0,grey,324.0,new look,0,4.7,boyfriend fit,0,tops,women,7,15,fabric,3,5,1,13
960,3711,70.0,mid blue,162.0,new look,0,4.6,boyfriend fit,0,tops,women,9,15,fabric,3,5,1,13
961,3714,90.0,white,1000.0,weekday,0,0.0,slim fit,0,tops,women,17,28,fabric,23,5,1,13
962,3717,85.0,brown,549.0,monki,0,4.0,regular fit,0,tops,women,3,12,fabric,14,5,1,13
963,3719,145.0,brown,265.0,vans,0,0.0,regular fit,0,tops,women,3,27,fabric,14,5,1,13
964,3720,135.0,black,718.0,& other stories,0,0.0,slim fit,0,tops,women,1,0,fabric,23,5,1,13
965,3729,115.0,black,420.0,new look,0,4.7,bodycon fit,0,tops,women,1,15,fabric,1,5,1,13
966,3732,90.0,black,2000.0,asos 4505,0,0.0,oversized fit,0,tops,women,1,3,fabric,12,5,1,13
967,3734,70.0,grey,381.0,new look,0,4.2,regular fit,0,tops,women,7,15,fabric,14,5,1,13
968,3735,185.0,black,172.0,vans,0,0.0,bodycon fit,0,tops,women,1,27,jersey,1,5,1,5
969,3736,80.0,white,614.0,asos design,0,0.0,boxy fit,0,tops,women,17,5,fabric,2,5,1,13
970,3739,280.0,black,215.0,puma,0,0.0,regular fit,0,tops,women,1,19,fabric,14,5,1,2
971,3749,120.0,black,350.0,weekday,0,4.7,regular fit,0,tops,women,1,28,fabric,14,5,1,13
972,3764,130.0,pink,676.0,asos design,0,4.4,oversized fit,0,tops,women,13,5,fabric,12,5,1,2
973,3767,120.0,white,484.0,asos design,0,5.0,oversized fit,0,tops,women,17,5,fabric,12,5,1,13
974,3772,65.0,black,150.0,new look,0,0.0,bodycon fit,0,tops,women,1,15,fabric,1,5,1,13
975,3773,95.0,black,173.0,new look,0,3.5,bodycon fit,0,tops,women,1,15,fabric,1,5,1,13
976,3774,185.0,orange,92.0,adidas,0,0.0,relaxed fit,0,tops,women,12,1,fabric,17,5,1,13
977,3776,70.0,white,99.0,topshop,0,0.0,regular fit,0,tops,women,17,24,fabric,14,5,1,13
978,3777,160.0,multi,639.0,topshop,0,0.0,slim fit,0,tops,women,10,24,fabric,23,5,1,13
979,3778,170.0,orange,1000.0,topshop,0,0.0,regular fit ,0,tops,women,12,24,fabric,15,5,1,13
980,3782,210.0,orange,508.0,topshop,0,0.0,slim fit,0,tops,women,12,24,fabric,23,5,1,2
981,3784,135.0,multi,655.0,collusion,0,0.0,unisex style,0,tops,women,10,8,fabric,30,5,1,13
982,3786,145.0,white,454.0,monki,0,0.0,regular fit,0,tops,women,17,12,fabric,14,5,1,13
983,3787,125.0,multi,385.0,collusion,0,0.0,regular fit,0,tops,women,10,8,fabric,14,5,1,13
984,3788,370.0,red,147.0,adidas,0,4.9,regular fit,0,tops,women,15,1,fabric,14,5,1,13
985,3791,90.0,multi,335.0,collusion,0,0.0,unisex style,0,tops,women,10,8,fabric,30,5,1,13
986,3792,95.0,white,149.0,urban revivo,0,0.0,regular fit,0,tops,women,17,26,fabric,14,5,1,13
987,3793,75.0,pink,469.0,collusion,0,0.0,slim fit,0,tops,women,13,8,fabric,23,5,1,13
988,3794,120.0,beige,871.0,asos design,0,0.0,slim fit,0,tops,women,0,5,jersey,23,5,1,5
989,3795,125.0,black,325.0,nike,0,4.0,regular fit,0,tops,women,1,16,fabric,14,5,1,13
990,3796,210.0,white,415.0,topshop,0,4.5,relaxed fit ,0,tops,women,17,24,fabric,18,5,1,2
991,3798,150.0,grey,149.0,nike,0,0.0,relaxed fit,0,tops,women,7,16,fabric,17,5,1,13
992,3800,195.0,orange,283.0,weekday,0,0.0,regular fit ,0,tops,women,12,28,fabric,15,5,1,13
993,3804,120.0,black,349.0,asos 4505,0,0.0,regular fit,0,tops,women,1,3,fabric,14,5,1,13
994,3805,135.0,pink,205.0,new look,0,4.5,regular fit,0,tops,women,13,15,fabric,14,5,1,2
995,3806,150.0,mid blue,159.0,adidas,0,4.7,regular fit,0,tops,women,9,1,fabric,14,5,1,13
996,3807,45.0,black,256.0,new look,0,0.0,slim fit,0,tops,women,1,15,fabric,23,5,1,13
997,3808,60.0,green,517.0,new look,0,0.0,regular fit,0,tops,women,6,15,fabric,14,5,1,13
998,3811,180.0,khaki,214.0,asos design,0,0.0,regular fit,0,tops,women,8,5,fabric,14,5,1,13
999,3812,60.0,black,552.0,asos design,0,3.0,designed to fit cup sizes dd-g,0,tops,women,1,5,fabric,5,5,1,13
1000,3813,95.0,black,2000.0,asos design,0,3.0,slim fit,0,tops,women,1,5,fabric,23,5,1,13
1001,3816,45.0,white,1000.0,collusion,0,4.0,regular fit,0,tops,women,17,8,fabric,14,5,1,13
1002,3818,125.0,pink,254.0,nike,0,0.0,regular fit,0,tops,women,13,16,fabric,14,5,1,13
1003,3819,100.0,black,740.0,asos design,0,4.0,regular fit,0,tops,women,1,5,fabric,14,5,1,13
1004,3822,90.0,black,281.0,asos design,0,0.0,regular fit ,0,tops,women,1,5,fabric,15,5,1,13
1005,3824,100.0,black,175.0,river island,0,0.0,regular fit,0,tops,women,1,21,fabric,14,5,1,2
1006,3826,45.0,white,202.0,asos design,0,4.1,regular fit,0,tops,women,17,5,fabric,14,5,1,13
1007,3827,40.0,black,271.0,asos design,0,3.7,designed to fit cup sizes dd-g,0,tops,women,1,5,fabric,5,5,1,13
1008,3828,40.0,black,158.0,asos design,0,3.0,regular fit,0,tops,women,1,5,fabric,14,5,1,13
1009,3832,40.0,white,195.0,asos design,0,3.3,regular fit,0,tops,women,17,5,fabric,14,5,1,13
1010,3836,70.0,black,387.0,asos design,0,3.7,designed to fit cup sizes dd-g,0,tops,women,1,5,fabric,5,5,1,13
1011,3837,60.0,white,199.0,topshop,0,3.2,regular fit,0,tops,women,17,24,fabric,14,5,1,13
1012,3842,40.0,white,134.0,asos design,0,0.0,designed to fit you from bump to baby,0,tops,women,17,5,fabric,6,5,1,13
1013,3847,115.0,black,605.0,asos design,0,4.5,regular fit ,0,tops,women,1,5,fabric,15,5,1,13
1014,3849,45.0,grey,143.0,only,0,0.0,regular fit ,0,tops,women,7,18,jersey,15,5,1,5
1015,3850,45.0,black,178.0,asos design,0,3.0,regular fit,0,tops,women,1,5,jersey,14,5,1,5
1016,3851,60.0,white,480.0,asos design,0,3.8,designed to fit cup sizes dd-g,0,tops,women,17,5,jersey,5,5,1,5
1017,3852,95.0,black,179.0,asos design,0,0.0,slim fit ,0,tops,women,1,5,fabric,24,5,1,13
1018,3853,90.0,white,328.0,asos 4505,0,4.8,oversized fit,0,tops,women,17,3,jersey,12,5,1,5
1019,3854,90.0,black,520.0,asos 4505,0,3.8,oversized fit,0,tops,women,1,3,jersey,12,5,1,5
1020,3856,135.0,grey,156.0,under armour,0,0.0,relaxed fit ,0,tops,women,7,25,stretch,18,5,1,8
1021,3858,135.0,black,215.0,monki,0,4.5,regular fit,0,tops,women,1,12,fabric,14,5,1,13
1022,3860,115.0,white,54.0,puma,0,4.8,regular fit ,0,tops,women,17,19,fabric,15,5,1,13
1023,3861,100.0,pink,90.0,puma,0,0.0,regular fit,0,tops,women,13,19,fabric,14,5,1,2
1024,3863,80.0,white,275.0,asos design,0,4.4,regular fit,0,tops,women,17,5,fabric,14,5,1,13
1025,3864,60.0,white,117.0,topshop,0,3.7,regular fit,0,tops,women,17,24,fabric,14,5,1,13
1026,3895,140.0,black,547.0,the north face,0,0.0,regular fit,0,tops,women,1,22,fabric,14,5,1,13
1027,3896,40.0,black,1000.0,asyou,0,0.0,slim fit,0,tops,women,1,6,fabric,23,5,1,13
1028,3897,125.0,black,2000.0,urban revivo,0,0.0,regular fit,0,tops,women,1,26,fabric,14,5,1,13
1029,3902,210.0,beige,572.0,urban revivo,0,0.0,regular fit,0,tops,women,0,26,fabric,14,5,1,13
1030,3903,145.0,black,1000.0,reclaimed vintage,0,0.0,relaxed fit,0,tops,women,1,20,fabric,17,5,1,13
1031,3904,90.0,black,2000.0,new look,0,4.0,bodycon fit,0,tops,women,1,15,fabric,1,5,1,13
1032,3906,190.0,black,921.0,asos 4505,0,0.0,regular fit,0,tops,women,1,3,fabric,14,5,1,2
1033,3911,135.0,grey,1000.0,reclaimed vintage,0,4.0,regular fit,0,tops,women,7,20,fabric,14,5,1,13
1034,3913,170.0,white,114.0,carhartt wip,0,0.0,regular fit,0,tops,women,17,7,fabric,14,5,1,13
1035,3915,90.0,multi,801.0,collusion,0,0.0,slim fit,0,tops,women,10,8,fabric,23,5,1,2
1036,3917,160.0,white,117.0,napapijri,0,0.0,regular fit,0,tops,women,17,14,fabric,14,5,1,13
1037,3921,165.0,black,579.0,& other stories,0,0.0,regular fit,0,tops,women,1,0,fabric,14,5,1,13
1038,3922,415.0,black,1000.0,& other stories,0,0.0,slim fit,0,tops,women,1,0,fabric,23,5,1,2
1039,3924,55.0,black,1000.0,miss selfridge,0,0.0,regular fit,0,tops,women,1,11,fabric,14,5,1,13
1040,3925,90.0,black,1000.0,asos design,0,0.0,regular fit,0,tops,women,1,5,fabric,14,5,1,13
1041,3928,195.0,khaki,50.0,river island,0,0.0,regular fit,0,tops,women,8,21,fabric,14,5,1,13
1042,3930,100.0,black,1000.0,asos design,0,0.0,relaxed fit,0,tops,women,1,5,fabric,17,5,1,13
1043,3932,100.0,white,1000.0,asos design,0,0.0,relaxed fit,0,tops,women,17,5,fabric,17,5,1,13
1044,3935,115.0,brown,609.0,monki,0,0.0,regular fit,0,tops,women,3,12,fabric,14,5,1,13
1045,3937,70.0,black,651.0,weekday,0,0.0,slim fit,0,tops,women,1,28,fabric,23,5,1,13
1046,3943,45.0,black,453.0,monki,0,0.0,slim fit,0,tops,women,1,12,fabric,23,5,1,13
1047,3946,90.0,white,966.0,collusion,0,2.0,unisex style,0,tops,women,17,8,fabric,30,5,1,13
1048,3947,150.0,black,2000.0,asyou,0,3.8,slim fit,0,tops,women,1,6,fabric,23,5,1,13
1049,3955,55.0,black,513.0,new look,0,3.7,slim fit,0,tops,women,1,15,fabric,23,5,1,13
1050,3957,130.0,brown,242.0,vans,0,0.0,regular fit,0,tops,women,3,27,fabric,14,5,1,13
1051,3962,70.0,white,879.0,miss selfridge,0,1.7,bodycon fit,0,tops,women,17,11,fabric,1,5,1,13
1052,3963,210.0,cream,822.0,asos design,0,4.2,boxy fit,0,tops,women,4,5,woven,2,5,1,12
1053,3964,200.0,red,116.0,topshop,0,4.8,oversized fit,0,tops,women,15,24,fabric,12,5,1,13
1054,3966,95.0,black,306.0,new look,0,0.0,slim fit,0,tops,women,1,15,fabric,23,5,1,13
1055,3967,70.0,green,222.0,topshop,0,4.2,slim fit,0,tops,women,6,24,fabric,23,5,1,13
1056,3968,65.0,white,143.0,new look,0,0.0,slim fit,0,tops,women,17,15,fabric,23,5,1,13
1057,3970,120.0,white,600.0,asos design,0,3.7,bodycon fit,0,tops,women,17,5,fabric,1,5,1,13
1058,3973,105.0,black,158.0,new look,0,4.2,bodycon fit,0,tops,women,1,15,fabric,1,5,1,13
1059,3975,260.0,green,333.0,topshop,0,4.6,relaxed fit,0,tops,women,6,24,fabric,17,5,1,13
1060,3976,115.0,beige,235.0,monki,0,0.0,regular fit,0,tops,women,0,12,fabric,14,5,1,13
1061,3977,150.0,white,141.0,asos design,0,3.3,skinny fit,0,tops,women,17,5,fabric,21,5,1,2
1062,3980,150.0,white,2000.0,asos design,0,3.0,designed to fit cup sizes dd-g,0,tops,women,17,5,jersey,5,5,1,5
1063,3983,150.0,black,179.0,asos design,0,4.0,bodycon fit,0,tops,women,1,5,fabric,1,5,1,2
1064,3986,195.0,navy,51.0,the north face,0,0.0,relaxed fit,0,tops,women,11,22,jersey,17,5,1,5
1065,3988,150.0,white,415.0,asos design,0,4.1,true to size ,0,tops,women,17,5,fabric,29,5,1,13
1066,3993,90.0,black,2000.0,collusion,0,0.0,"oversized, tapered fit",0,tracksuits & joggers,women,1,8,fabric,13,6,1,13
1067,3998,130.0,purple,1000.0,asos design,0,0.0,straight fit,0,tracksuits & joggers,women,14,5,fabric,26,6,1,13
1068,4002,200.0,ecru,2000.0,topshop,0,0.0,oversized fit,0,tracksuits & joggers,women,5,24,fabric,12,6,1,13
1069,4012,145.0,stone,462.0,collusion,0,0.0,straight fit,0,tracksuits & joggers,women,16,8,fabric,26,6,1,13
1070,4015,160.0,multi,2000.0,asos design,0,3.0,"relaxed, tapered fit",0,tracksuits & joggers,women,10,5,fabric,19,6,1,13
1071,4019,150.0,stone,193.0,asos design,0,0.0,"regular, tapered fit",0,tracksuits & joggers,women,16,5,fabric,16,6,1,2
1072,4020,325.0,grey,1000.0,under armour,0,0.0,"regular, tapered fit",0,tracksuits & joggers,women,7,25,fabric,16,6,1,13
1073,4036,178.44,stone,429.0,under armour,29,0.0,"regular, tapered fit",1,tracksuits & joggers,women,16,25,fleece,16,6,1,4
1074,4040,130.0,purple,693.0,asos curve,0,0.0,straight fit,0,tracksuits & joggers,women,14,4,fabric,26,6,1,13
1075,4045,130.0,black,425.0,asos design,0,3.0,designed to fit you from bump to baby,0,tracksuits & joggers,women,1,5,fleece,6,6,1,4
1076,4047,150.0,black,1000.0,asos design,0,0.0,"regular, tapered fit",0,tracksuits & joggers,women,1,5,fabric,16,6,1,13
1077,4049,115.0,grey,523.0,collusion,0,0.0,flared slim fit,0,tracksuits & joggers,women,7,8,fabric,9,6,1,2
1078,4052,85.0,red,414.0,asos design,0,0.0,"slim, tapered fit",0,tracksuits & joggers,women,15,5,fabric,25,6,1,13
1079,4055,130.0,blue,782.0,asos design,0,0.0,"regular, tapered fit",0,tracksuits & joggers,women,2,5,fabric,16,6,1,13
1080,4066,255.0,multi,279.0,asos design,0,0.0,"oversized, tapered fit",0,tracksuits & joggers,women,10,5,fabric,13,6,1,13
1081,4079,420.0,cream,253.0,carhartt wip,0,0.0,"relaxed, tapered fit",0,tracksuits & joggers,women,4,7,fabric,19,6,1,13
1082,4086,118.08,green,67.0,asos design,25,0.0,"regular, tapered fit",1,tracksuits & joggers,women,6,5,fabric,16,6,1,13
1083,4099,200.0,pink,203.0,under armour,0,0.0,"slim, tapered fit",0,tracksuits & joggers,women,13,25,fabric,25,6,1,13
1084,4100,170.0,red,381.0,asos design,0,0.0,"relaxed, tapered fit",0,tracksuits & joggers,women,15,5,fabric,19,6,1,13
1085,4103,160.0,purple,910.0,asos design,0,0.0,"regular, tapered fit",0,tracksuits & joggers,women,14,5,fabric,16,6,1,13
1086,4117,160.0,stone,94.0,asos design,0,0.0,"regular, tapered fit",0,tracksuits & joggers,women,16,5,fabric,16,6,1,13
1087,4119,244.04,navy,332.0,under armour,19,0.0,regular fit,1,tracksuits & joggers,women,11,25,fabric,14,6,1,13
1088,4121,145.0,multi,321.0,asos design,0,0.0,"relaxed, tapered fit",0,tracksuits & joggers,women,10,5,fabric,19,6,1,13
1089,4122,260.0,black,343.0,weekday,0,0.0,regular fit,0,tracksuits & joggers,women,1,28,fabric,14,6,1,2
1090,4123,305.0,grey,127.0,under armour,0,0.0,"oversized, tapered fit",0,tracksuits & joggers,women,7,25,fabric,13,6,1,13
1091,4131,210.0,red,416.0,topshop,0,0.0,straight fit,0,tracksuits & joggers,women,15,24,fabric,26,6,1,13
1092,4142,120.0,pink,999.0,asos curve,0,0.0,"relaxed, tapered fit",0,tracksuits & joggers,women,13,4,fabric,19,6,1,13
1093,4147,145.0,blue,151.0,asyou,0,0.0,flared slim fit,0,tracksuits & joggers,women,2,6,fabric,9,6,1,13
1094,4160,85.0,grey,232.0,new look,0,0.0,"regular, tapered fit",0,tracksuits & joggers,women,7,15,fabric,16,6,1,13
1095,4164,160.0,black,695.0,collusion,0,4.7,unisex style,0,tracksuits & joggers,women,1,8,fabric,30,6,1,13
1096,4171,200.0,orange,2000.0,topshop,0,0.0,"oversized, tapered fit",0,tracksuits & joggers,women,12,24,fabric,13,6,1,13
1097,4177,105.0,grey,485.0,yours,0,0.0,straight fit,0,tracksuits & joggers,women,7,29,fabric,26,6,1,13
1098,4192,105.0,green,332.0,asos curve,0,0.0,"regular, tapered fit",0,tracksuits & joggers,women,6,4,fabric,16,6,1,13
1099,4193,160.0,black,231.0,asos design,0,0.0,straight fit,0,tracksuits & joggers,women,1,5,fabric,26,6,1,13
1100,4195,118.08,brown,281.0,urban revivo,13,0.0,"regular, tapered fit",1,tracksuits & joggers,women,3,26,fabric,16,6,1,13
1101,4198,160.0,brown,121.0,asos design,0,0.0,"regular, tapered fit",0,tracksuits & joggers,women,3,5,fabric,16,6,1,13
1102,4204,110.0,grey,2000.0,collusion,0,3.8,unisex style,0,tracksuits & joggers,women,7,8,fabric,30,6,1,13
1103,4217,95.0,black,2000.0,asos design,0,3.6,"regular, tapered fit",0,tracksuits & joggers,women,1,5,fabric,16,6,1,13
1104,4220,90.0,black,1000.0,asos design,0,2.7,"slim, tapered fit",0,tracksuits & joggers,women,1,5,fabric,25,6,1,13
1105,4221,130.0,black,2000.0,asos design,0,3.2,straight fit,0,tracksuits & joggers,women,1,5,fabric,26,6,1,13
1106,4229,170.0,black,408.0,na-kd,0,0.0,"regular, tapered fit",0,tracksuits & joggers,women,1,13,fabric,16,6,1,13
1107,4238,475.0,black,541.0,carhartt wip,0,0.0,relaxed fit,0,tracksuits & joggers,women,1,7,fabric,17,6,1,13
1108,4245,100.0,red,653.0,miss selfridge,0,0.0,"slim, tapered fit",0,tracksuits & joggers,women,15,11,fabric,25,6,1,13
1109,4253,95.0,black,661.0,asos design,0,3.4,"regular, tapered fit",0,tracksuits & joggers,women,1,5,fabric,16,6,1,13
1110,4254,90.0,black,722.0,collusion,0,0.0,"oversized, tapered fit",0,tracksuits & joggers,women,1,8,fabric,13,6,1,13
1111,4259,95.0,blue,671.0,new look,0,0.0,"regular, tapered fit",0,tracksuits & joggers,women,2,15,fabric,16,6,1,13
1112,4267,160.0,black,343.0,topshop,0,0.0,oversized fit,0,tracksuits & joggers,women,1,24,fabric,12,6,1,13
1113,4270,145.0,grey,1000.0,collusion,0,4.0,unisex style ,0,tracksuits & joggers,women,7,8,fabric,31,6,1,13
